CVE-2020-9367||Zoho ManageEngine Desktop Central MSP build MSP build 10.0.486中的MPS代理容易受到DLL劫持的影响：dcinventory.exe和dcconfig.exe试图加载CSUNSAPI.dll而不提供完整路径。由于该DLL在安装中缺失，该问题变得更加严重，因此有可能劫持该DLL并随后注入代码，导致权限升级到NT AUTHORITY/SYSTEM。
CVE-2021-0940|||在TBD的TBD中，由于不适当的锁定，可能存在越界写入。这可能导致内核中的本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-171315276参考文献。不适用
CVE-2021-0941||在filter.c的bpf_skb_change_head中，由于free后使用，可能存在越界读取。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android kernelAndroid ID: A-154177719参考文献。上游内核
CVE-2021-0942|||在这种情况下的路径是有点曲折的。最终的结果是，通过一个ioctl，一个不受信任的应用程序可以控制表达式中的ui32PageIndex偏移：sPA.uiAddr = page_to_phys(psOSPageArrayData->pagearray[ui32PageIndex]);在当前的PoC中，这作为一个OOB读取而崩溃。然而，考虑到OOB读值最终是作为一个结构的地址字段，我认为如果攻击者能够使OOB读值拉出一个有趣的内核地址，这似乎是合理的，这可能导致一个OOB写。无论这是读还是写，这都是内核中的一个高严重性问题。AndroidVersions:Android SoCAndroid ID: A-238904312
CVE-2021-0943|||在TBD的MMU_MapPages中，由于输入验证不当，可能存在越界写入。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android SoCAndroid ID: A-238916921
CVE-2021-0946||方法PVRSRVBridgePMRPDumpSymbolicAddr在堆上分配puiMemspaceNameInt，通过PMR_PDumpSymbolicAddr填充缓冲区的内容，然后将缓冲区复制到用户空间。PMR_PDumpSymbolicAddr方法可能会失败，如果它失败了，缓冲区将被留下未初始化，尽管有错误，但仍然会被复制到用户空间。内核泄露未初始化的堆数据，不需要任何权限。产品。AndroidVersions:Android SoCAndroid ID: A-236846966
CVE-2021-0947||PVRSRVBridgeTLDiscoverStreams方法在堆上分配puiStreamsInt，通过TLServerDiscoverStreamsKM填充缓冲区的内容，然后将缓冲区复制到用户空间。TLServerDiscoverStreamsKM方法可能因为一些原因而失败，包括无效的大小。如果这个方法失败了，缓冲区将被留下未初始化，尽管有错误，仍然会被复制到用户空间。内核泄漏未初始化的堆数据，不需要任何隐私。产品。AndroidVersions:Android SoCAndroid ID: A-236838960
CVE-2021-0951||在TBD的DevmemIntHeapAcquire中，由于存在整数溢出，可能存在任意代码执行。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android SoCAndroid ID: A-242345085
CVE-2021-0952||在PhotoSelectionHandler.java的doCropPhoto中，由于一个混乱的副手，可能存在权限绕过。这可能导致用户联系人的本地信息泄露，不需要额外的执行权限。利用时需要用户互动。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-195748381
CVE-2021-0953||在SearchWidgetProvider.java的setOnClickActivityIntent中，由于存在不安全的PendingIntent，有可能未经许可访问联系人和历史书签。这可能会导致本地权限升级，需要用户执行权限。利用时不需要用户互动。产品。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-184046278
CVE-2021-0954||在ResolverActivity中，由于tapjacking/overlay攻击，可能存在用户交互绕过的问题。这可能导致本地权限升级，需要用户执行权限。利用时需要用户互动。产品。安卓版本。Android-10 Android-11Android ID: A-143559931
CVE-2021-0955||在FuseDaemon.cpp的pf_write_buf中，由于存在竞赛条件，可能存在内存损坏。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11Android ID: A-192085766
CVE-2021-0956||在NfcTag.cpp的NfcTag::discoverTechnologies（激活）中，由于不正确的边界检查，可能存在越界写入。这可能导致远程权限升级，不需要额外的系统执行权限。利用时不需要用户互动。安卓版本。Android-11 Android-12Android ID: A-189942532
CVE-2021-0957||在NotificationStackScrollLayout.java的NotificationStackScrollLayout中，有可能绕过出厂重置保护。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-10 Android-11 Android-12Android ID: A-193149550
CVE-2021-0958||在km_compat.cpp的更新中，由于代码中存在逻辑错误，可能会导致潜在敏感数据的丢失。这可能导致本地拒绝服务，需要用户执行权限。利用时不需要用户互动。产品。安卓版本。Android-11 Android-12Android ID: A-200041882
CVE-2021-0959||在jit_memory_region.cc中，由于代码中的逻辑错误，可能存在绕过内存限制的情况。这可能导致本地权限升级，需要用户执行权限。利用时不需要用户互动。产品。安卓版本。Android-12Android ID: A-200284993
CVE-2021-0961||在xt_quota2.c的quota_proc_write中，由于未初始化的数据，可能存在读取内核内存的方式。这可能导致本地信息泄露，需要系统执行权限。利用时不需要用户互动。产品。AndroidVersions:Android kernelAndroid ID: A-196046570参考文献。上游内核
CVE-2021-0963||在KeyChainActivity.java的onCreate中，由于tapjacking/overlay攻击，有可能使用存储在钥匙链中的应用程序证书。这可能导致本地权限升级，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-199754277
CVE-2021-0964||在C2SoftMP3::process() of C2SoftMp3Dec.cpp中，由于堆缓冲区溢出，可能存在越界写入。这可能导致远程信息泄露，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-193363621
CVE-2021-0965||在设置的AndroidManifest.xml中，由于缺少权限检查，可能存在未经用户同意而配对蓝牙设备的情况。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-194300867
CVE-2021-0966||在generate_cpp.cpp的BuildParcelFields生成的代码中，由于未初始化的数据，有可能被制作的parcelable泄露目标进程的未初始化内存。这可能导致跨Binder事务的本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-11 Android-12Android ID: A-198346478
CVE-2021-0967||在codebook.c的vorbis_book_decodev_set中，由于缺少边界检查，可能存在越界写入。这可能导致远程信息泄露，不需要额外的执行权限。利用时需要用户互动。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-199065614
CVE-2021-0968||在allocator.cc的osi_malloc和osi_calloc中，由于存在整数溢出，可能存在越界写入。这可能导致远程代码执行，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-197868577
CVE-2021-0969||在AccessPoint.java的getTitle中，由于缺少空值检查，可能存在一个未处理的异常。如果近端Wi-Fi接入点提供无效的信息，不需要额外的执行权限，这可能导致远程拒绝服务。利用时需要用户互动。产品。AndroidVersions:Android-10 Android-11Android ID: A-199922685
CVE-2021-0970||在GpsNavigationMessage.java的createFromParcel中，可能存在Parcel序列化/反序列化不匹配。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。安卓版本。Android-10 Android-11 Android-12 Android-9Android ID: A-196970023
CVE-2021-0971||在MPEG4Extractor.cpp的MPEG4Source::read中，由于缺少边界检查，可能存在越界写入。这可能导致远程信息泄露，不需要额外的执行权限。利用时需要用户互动。产品。AndroidVersions:Android-10 Android-11 Android-12 Android-9Android ID: A-188893559
CVE-2021-0973||在UriUtil.java的isFileUri中，由于对大小写敏感性处理不当，有可能绕过忽略file://URI附件。这可能导致本地信息泄露，不需要额外的执行权限。利用时需要用户互动。产品。AndroidVersions:Android-12Android ID: A-197328178
CVE-2021-0975|||在USB管理器中，有可能在没有查询权限的情况下，确定一个应用程序是否安装，由于侧信道信息泄露。这可能导致已安装软件包的本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-13Android ID: A-180104273
CVE-2021-0976||在floor0.c的toBARK中，由于缺少边界检查，存在一个可能的越界读取。这可能导致远程信息泄露，不需要额外的执行权限。利用时需要用户互动。产品。AndroidVersions:Android-12Android ID: A-199680600
CVE-2021-0977||在phNxpNciHal_dta.cc的phNxpNHal_DtaUpdate中，由于不正确的边界检查，可能存在越界写入。这可能导致本地权限升级，需要系统执行权限。利用时不需要用户互动。产品。安卓版本。Android-12Android ID: A-183487770
CVE-2021-0978||在DeviceIdentifiersPolicyService.java的getSerialForPackage中，有可能在没有查询权限的情况下确定一个应用程序是否安装，由于侧信道信息泄露。这可能导致本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-12Android ID: A-192587406
CVE-2021-0979||在ShortcutService.java的isRequestPinItemSupported中，由于权限绕过，默认启动器支持创建钉住的快捷方式的请求，可能存在包的跨用户泄漏。这可能导致本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-12Android ID: A-191772737
CVE-2021-0981||在NotificationManagerService.java的enqueueNotificationInternal中，由于输入验证不当，有可能运行前台服务而不显示通知。这可能导致本地权限升级，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-10 Android-11Android ID: A-191981182
CVE-2021-0982||在DevicePolicyManagerService.java的getOrganizationNameForUser中，由于缺少权限检查，可能存在组织名称泄露。这可能导致本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-12Android ID: A-192368508
CVE-2021-0983||在DevicePolicyManagerService.java的createAdminSupportIntent中，由于侧信道信息泄露，可能导致已安装设备/配置文件所有者包名称的信息泄露。这可能导致本地信息泄露，不需要额外的执行权限。利用时不需要用户互动。产品。AndroidVersions:Android-12LAndroid ID: A-192245204
