CVE-2022-21932||Microsoft Dynamics 365 Customer Engagement跨站脚本漏洞。
CVE-2022-23474||Editor.js是一个具有干净的JSON输出的块状风格编辑器。2.26.0之前的版本容易受到通过粘贴输入的代码注入。processHTML方法将粘贴的输入传入包装器的innerHTML。该问题已在2.26.0版本中修复。
CVE-2022-23475||daloRADIUS 是一个开源的 RADIUS 网络管理应用程序。daloRadius 1.3 和之前的版本容易受到跨网站脚本 (XSS) 和跨网站请求伪造 (CSRF) 漏洞的影响，该漏洞导致 mng-del.php 文件中的账户被接管，因为第 116 行的 DOM 中反映了一个未转义变量。这个问题已经在提交的`ec3b4a419e'中解决。建议用户手动应用该提交，以缓解这一问题。用户也可以在两个部分缓解这个问题 1）CSRF漏洞可以通过使daloRadius会话cookie到samesite=Lax或通过在所有形式的CSRF标记的植入来缓解。2）XSS漏洞可以通过转义或通过引入内容安全策略来缓解。
CVE-2022-23476||Nokogiri是一个开源的Ruby编程语言的XML和HTML库。Nokogiri `1.13.8`和`1.13.9`未能检查方法`Nokogiri::XML::Reader#attribute_hash`中的`xmlTextReaderExpand`的返回值。这可能导致在解析无效的标记时出现空指针异常。对于使用`XML::Reader`来解析不受信任的输入的应用程序，这有可能成为拒绝服务攻击的一个载体。建议用户升级到Nokogiri `>= 1.13.10`。用户可以搜索他们的代码中对`XML::Reader#attributes`或`XML::Reader#attribute_hash`的调用来确定他们是否受到影响。
CVE-2022-23477||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供图形化登录到远程机器。xrdp < v0.9.21在audin_send_open()函数中包含一个缓冲区过流。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23478||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供图形登录到远程机器。xrdp < v0.9.21在xrdp_mm_trans_process_drdynvc_channel_open()函数中包含一个超限写入。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23479||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供图形登录到远程机器。xrdp < v0.9.21包含xrdp_mm_chan_data_in()函数中的缓冲区过流。对于这个问题没有已知的解决方法。建议用户升级。
cve-2022-2348||**拒绝 **不要使用这个候选号码。ConsultIDs: none.原因是。该候选人未被其CNA使用。备注：无。
CVE-2022-23480||xrdp是一个开源项目，它使用微软远程桌面协议（RDP）提供图形化登录到远程机器。xrdp < v0.9.21在devredir_proc_client_devlist_announce_req()函数中包含一个缓冲区过流。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23481||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供图形登录到远程机器。xrdp < v0.9.21在xrdp_caps_process_confirm_active()函数中包含一个越界阅读。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23482||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供图形登录到远程机器。xrdp < v0.9.21在xrdp_sec_process_mcs_data_CS_CORE()函数中包含一个越界读取。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23483||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供图形化登录到远程机器。xrdp < v0.9.21在libxrdp_send_to_channel()函数中包含一个超出边界的读取。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23484||xrdp是一个开源项目，使用微软远程桌面协议（RDP）提供图形化登录到远程机器。xrdp < v0.9.21在xrdp_mm_process_rail_update_window_text()函数中包含一个积分溢出。这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23485||Sentry是一个错误跟踪和性能监控平台。在22.11.0之前的sentry python库版本中，拥有已知有效邀请链接的攻击者可以操纵cookie，使同一邀请链接在加入一个组织时被重复用于多个账户。因此，拥有有效邀请链接的攻击者可以创建多个用户并加入一个他们可能没有被邀请的组织。这个问题已在22.11.0版本中得到修补。Sentry SaaS客户不需要采取任何行动。在不能升级的系统上自行安装的Sentry可以通过编辑`sentry.conf.py`文件（通常位于`~/.sentry/`）来禁用邀请功能，直到他们准备好部署补丁版本。
CVE-2022-23486||libp2p-rust是libp2p网络栈的官方rust语言实现。在0.45.1之前的版本中，攻击者节点可以导致受害者节点分配大量的小内存块，这最终会导致受害者的进程耗尽内存，从而被其操作系统杀死。当连续执行时，这可能导致拒绝服务攻击，特别是当对基于libp2p的网络的一个以上的节点运行时，更有意义。建议用户升级到 `libp2p` `v0.45.1` 或以上版本。无法升级的用户应参考DoS缓解页面，了解更多关于如何纳入缓解策略、监控他们的应用程序和应对攻击的信息：https://docs.libp2p.io/reference/dos-mitigation/。
CVE-2022-23487||js-libp2p是libp2p网络栈的官方javascript实现。早于`v0.38.0`的js-libp2p版本容易受到有针对性的资源耗尽攻击。这些攻击针对libp2p的连接、流、对等体和内存管理。攻击者可以导致大量内存的分配，最终导致进程被主机的操作系统杀死。虽然连接管理器的任务是将连接数保持在可管理的范围内，但这个组件的设计是为了处理对等体的正常流动，而不是有针对性的资源耗尽攻击。建议用户将js-libp2p的依赖关系更新为`v0.38.0`或更高版本。此漏洞没有已知的解决方法。
CVE-2022-23488||BigBlueButton是一个开源的网络会议系统。2.4-rc-6之前的版本存在将敏感信息插入发送数据中的漏洞。后台没有强制执行只有主持人的网络摄像头锁定设置，这使得攻击者可以订阅观众的网络摄像头，即使锁定设置被应用。(即使应用了锁定设置，也会向所有用户发送所需的streamId）。这个问题已在2.4-rc-6版本中修复。没有解决方法。
cve-2022-2349||**拒绝 **不要使用这个候选号码。咨询ID：无。原因是。该候选人未被其CNA使用。备注：无。
CVE-2022-23490|||BigBlueButton是一个开源的网络会议系统。2.4.0之前的版本将敏感信息暴露给未经授权的行为者。这个问题影响到有投票的会议，而攻击者是会议的参与者。订阅当前投票集并不更新客户端用户界面，但攻击者可以访问投票集的内容，其中包括个人投票回应。这个问题在2.4.0版本中已被修补。没有解决方法。
CVE-2022-23491||Certifi是一个精心策划的根证书集合，用于验证SSL证书的可信度，同时验证TLS主机的身份。Certifi 2022.12.07将 "TrustCor "的根证书从根存储中删除。这些正在从Mozilla的信任商店中删除。TrustCor的根证书被删除是由于媒体报道了TrustCor的所有权也经营着一家生产间谍软件的企业而引发的调查。Mozilla的调查结论可以在链接的谷歌小组讨论中找到。
CVE-2022-23492||go-libp2p是Go编程语言中正式的libp2p实现。Go-libp2p的`0.18.0`版本和更早的版本容易受到目标资源耗尽的攻击。这些攻击针对libp2p的连接、流、对等体和内存管理。攻击者可以导致大量内存的分配，最终导致进程被主机的操作系统杀死。虽然go-libp2p有一个连接管理器，负责将连接数保持在可管理的范围内，但这个组件的设计是为了处理对等体的正常流动，而不是有针对性的资源耗尽攻击。建议用户将go-libp2p的版本升级到`0.18.1`或更新的版本。无法升级的用户可以参考拒绝服务（dos）缓解页面，了解更多关于如何纳入缓解策略、监控你的应用程序和应对攻击的信息。
CVE-2022-23493||xrdp是一个开源项目，使用微软远程桌面协议（RDP）为远程机器提供图形登录。xrdp < v0.9.21在xrdp_mm_trans_process_drdynvc_channel_close()函数中包含一个越界阅读。对于这个问题没有已知的解决方法。建议用户升级。
CVE-2022-23494||tinymce是一个开源的富文本编辑器。在警报和确认对话框中发现一个跨站脚本(XSS)漏洞，当时这些对话框被提供了恶意的HTML内容。这可能发生在使用警报或确认对话框的插件中，如`image`插件，它在发生某些错误时显示这些对话框。该漏洞允许在TinyMCE用户界面中为当前用户呈现警报时执行任意的JavaScript。在TinyMCE 5.10.7和TinyMCE 6.3.1中，该漏洞已被修复，确保在解开无效元素后仍然执行HTML消毒。建议用户升级到5.10.7或6.3.1。无法升级的用户可确保`images_upload_handler`返回有效值，如images_upload_handler文档所示。
CVE-2022-23495||go-merkledag实现了'DAGService'接口，并为ipfs项目增加了两种ipld节点类型：Protobuf和Raw。一个 "ProtoNode "可能会被修改，从而导致各种编码错误，这将在不允许错误返回的普通方法调用中触发一个恐慌。`ProtoNode`应该只能编码为有效的DAG-PB，试图编码无效的DAG-PB形式将导致编解码器出错。使用修改器方法对现有的（新创建的或解码的）`ProtoNode`进行操作时，没有考虑到某些会将`ProtoNode`放入不可编码的形式的状态。由于与[`github.com/ipfs/go-block-format#Block`](https://pkg.go.dev/github.com/ipfs/go-block-format#Block)和[`github.com/ipfs/go-ipld-format#Node`](https://pkg.go.dev/github.com/ipfs/go-ipld-format#Node)接口的一致性，某些内部要求在状态改变时重新编码的方法，会因无法返回错误而恐慌。这个问题已经在一些拉动请求中得到解决。建议用户升级到0.8.1版本，以获得一套完整的修复方案。无法升级的用户可以尝试缓解这个问题，当允许用户输入在 "ProtoNode "上设置一个新的 "CidBuilder "时，对输入进行消毒，并对 "Tsize"（"Link#Size"）值进行消毒，使其成为合理的字节大小的子DAG（如果从用户输入中得出）。
CVE-2022-23496||Yet Another UserAgent Analyzer (Yauaa)是一个java库，试图解析和分析useragent字符串并尽可能多地提取相关属性。使用7.0.0引入的客户端提示分析功能的应用程序可能会崩溃，因为Yauaa库抛出一个ArrayIndexOutOfBoundsException。如果不捕获这个异常将导致程序崩溃。不使用该功能的应用程序不受影响。建议用户升级到7.9.0版本。无法升级的用户可以捕捉并丢弃Yauaa库抛出的任何ArrayIndexOutOfBoundsException。
CVE-2022-23497||FreshRSS是一个免费的、可自我托管的RSS聚合器。用户的配置文件可以被一个远程用户访问。除了用户偏好之外，这种配置还包含FreshRSS网络界面的哈希密码（brypt with cost 9, salted）。如果使用API，配置可能包含GReader API的散列密码（成本9的加密，加盐），以及Fever API的散列密码（MD5加盐）。用户应该升级到1.20.2或边缘版本。无法升级的用户可以手动应用补丁或删除文件`./FreshRSS/p/ext.php`。
CVE-2022-23499||HTML sanitizer是用PHP编写的，目的是根据明确允许的标签、属性和值提供XSS安全的标记。在1.5.0或2.1.1之前的版本中，由于上游软件包masterminds/html5的解析问题，在具有特殊HTML CDATA部分的序列中使用的恶意标记无法被过滤和消毒。这允许绕过typo3/html-sanitizer的跨站脚本机制。上游软件包masterminds/html5提供的HTML原始文本元素（`script`、`style`、`noframes`、`noembed`和`iframe`）作为DOMText节点，没有被进一步处理和消毒。在默认的构建器配置中没有定义上述元素，这就是为什么只有使用这些标签名称的自定义行为才容易受到跨站脚本攻击。这个问题已经在1.5.0和2.1.1版本中修复。
CVE-2022-2350||1.0.1版本的禁用用户登录WordPress插件在更新其设置时没有授权和CSRF检查，允许未经认证的攻击者随意阻止（或取消）用户。
CVE-2022-23500||TYPO3是一个基于PHP的开源网络内容管理系统。在9.5.38、10.4.33、11.5.20和12.1.1之前的版本中，通过HTTP请求无效或不存在的资源会触发页面错误处理程序，该程序又可以从另一个页面检索内容显示为错误信息。这就导致了一种情况，即应用程序正在递归地调用自己--放大了初始攻击的影响，直到超过了网络服务器的限制。这个漏洞与CVE-2021-21359中描述的漏洞非常相似，但不完全相同。这个问题在9.5.38 ELTS、10.4.33、11.5.20或12.1.1版本中得到修补。
CVE-2022-23501||TYPO3是一个基于PHP的开源网络内容管理系统。在8.7.49、9.5.38、10.4.33、11.5.20和12.1.1之前的版本中，TYPO3存在不当认证的漏洞。限制前端登录到特定的用户，组织在不同的存储文件夹（分区），可以被绕过。潜在的攻击者可能会利用用户名的这种模糊性来获得不同账户的访问权--然而，凭证必须为对手所知。这个问题在8.7.49 ELTS, 9.5.38 ELTS, 10.4.33, 11.5.20, 12.1.1版本中得到修补。
CVE-2022-23502||TYPO3是一个基于PHP的开源网络内容管理系统。在10.4.33、11.5.20和12.1.1之前的版本中，当用户使用相应的密码恢复功能重置密码时，该特定用户账户的现有会话没有被撤销。这同时适用于前端用户会话和后端用户会话。该问题已在10.4.33, 11.5.20, 12.1.1版本中修复。
CVE-2022-23503||TYPO3是一个基于PHP的开源网络内容管理系统。8.7.49、9.5.38、10.4.33、11.5.20和12.1.1之前的版本容易受到代码注入的攻击。由于缺乏将用户提交的数据与表单设计器后端模块的内部配置分开，有可能注入代码指令，通过TypoScript作为PHP代码处理和执行。要利用这个漏洞，需要为一个特定的表单项目存在单独的TypoScript指令，以及一个可以访问表单模块的有效后端用户账户。该问题已在8.7.49 ELTS, 9.5.38 ELTS, 10.4.33, 11.5.20, 12.1.1版本中修复。
