CVE-2021-22400||部分华为智能手机由于缺乏参数验证，存在输入验证不足的漏洞。攻击者可能欺骗用户安装一个恶意的APP。该应用程序可以修改特定参数，导致系统崩溃。Affected product include:OxfordS-AN00A 10.0.1.10(C00E10R1P1),10.0.1.105(C00E103R3P3),10.0.1.115(C00E110R3P3),10.0.1.123(C00E121R3P3),10.0.1.135(C00E130R3P3),10.0.1.135(C00E130R4P1),10.0.1.152(C00E140R4P1),10.0.1.160(C00E160R4P1),10.0.1.167(C00E166R4P1),10.0.1.173(C00E172R5P1),10.0.1.178(C00E175R5P1) and 10.1.0.202(C00E79R5P1).
CVE-2021-24289||WordPress的Store Locator Plus插件在5.5.14之前存在功能，使认证用户有可能更新其用户元数据，成为使用该插件的任何网站的管理员。
CVE-2021-2429||甲骨文MySQL服务器产品中的漏洞（组件：InnoDB）。受影响的支持版本为8.0.25及之前的版本。难以利用的漏洞允许未认证的攻击者通过多种协议进行网络访问以破坏MySQL服务器。对该漏洞的成功攻击可导致未经授权的MySQL服务器挂起或经常重复崩溃（完全DOS）的能力。CVSS 3.1基础得分5.9（可用性影响）。CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H)。
CVE-2021-24290||5.5.15之前的Store Locator Plus for WordPress插件中有几个端点，可能允许未经认证的攻击者有能力将恶意的JavaScript注入页面。
CVE-2021-24291||Photo Gallery by 10Web â€" Mobile-Friendly Image Gallery WordPress插件在1.5.69之前，通过传递给bwg_frontend_data AJAX动作的gallery_id, tag, album_id和_id GET参数，存在反射式跨站脚本（XSS）问题（未认证和认证用户均可使用）
CVE-2021-24292||2.24.0之前的Happy Addons for Elementor WordPress插件，1.17.0之前的Happy Addons Pro for Elementor WordPress插件有一些小工具容易被低权限用户（如投稿人）存储跨站脚本（XSS），都是通过类似方法。卡片 "小组件接受一个 "title_tag "参数。尽管该元素控件列出了一套固定的可能的html标签，但有可能在 "标题_标签 "设置为 "脚本 "的情况下发送 "save_builder "请求，而实际的 "标题 "参数设置为JavaScript，在由 "标题_标签 "参数添加的脚本标签中执行。
CVE-2021-24293||在3.1.11之前的NextGEN Gallery Pro WordPress插件的电子商务模块中，有一个通过photocrati_ajax调用get_cart_items的动作，之后设置[shipping_address][name]能够注入恶意的JavaScript。
CVE-2021-24294||DSGVO All in one for WP WordPress插件的dsgvoaio_write_log AJAX动作在4.0之前没有对提交的一些POST参数进行消毒或转义，然后输出到管理员仪表板的日志页面（wp-admin/admin.php?page=dsgvoaiof free-show-log）。这可能允许未经认证的攻击者通过使用XSS有效载荷创建一个流氓管理员账户，在管理员查看日志时触发，从而获得未经授权的访问。
CVE-2021-24295||在5.153.4之前的CleanTalk WordPress插件的垃圾邮件保护、反垃圾邮件、防火墙中，有可能利用一个未经认证的基于时间的盲SQL注入漏洞。lib/Cleantalk/ApbctWP/Firewall/SFW.php中的update_log函数包含一个有漏洞的查询，可以通过操纵5.153.4之前的Spam protection, AntiSpam, FireWall by CleanTalk WordPress插件设置的cookie，发送初始请求以获得ct_sfw_pass_key cookie，然后手动设置一个单独的ct_sfw_passed cookie并禁止其被重置，从而通过用户代理头注入。
CVE-2021-24296||3.5.6之前的WP客户评论WordPress插件没有对其某些设置进行消毒，允许管理员等高权限用户在其中设置XSS有效载荷，然后在启用评论的页面中触发这些载荷。
CVE-2021-24297||2.1之前的Goto WordPress主题没有正确处理其tl_filter AJAX动作中的formvalue JSON POST参数，导致未经认证的反射跨站脚本（XSS）漏洞。
CVE-2021-24298||赠送页面的method和share GET参数在输出到页面前没有经过消毒、验证或转义，从而导致反射式XSS。
CVE-2021-24299||ReDi Restaurant Reservation WordPress插件在21.0426之前提供了让用户进行餐厅预订的功能。这些预订被存储起来，可以在插件提供的 "即将到来 "页面上列出。一个未经认证的用户可以填写表格来进行餐厅预订。这个名为 "评论 "的餐厅预订表格没有使用适当的输入验证，可以用来存储XSS有效载荷。当插件用户进入 "即将到来 "页面时，XSS有效载荷将被执行，该页面是一个在iframe中加载的外部网站https://upcoming.reservationdiary.eu/，存储的预订与XSS有效载荷被加载。
CVE-2021-2430||Oracle Fusion Middleware的Oracle Outside In Technology产品（组件：Outside In Filters）中存在漏洞。受影响的支持版本是8.5.5。容易被利用的漏洞允许未经认证的攻击者通过HTTP的网络访问来破坏Oracle Outside In Technology。成功攻击该漏洞可导致未经授权的能力，造成Oracle Outside In Technology的挂起或经常重复的崩溃（完全DOS）。注意：Outside In Technology是一套软件开发工具包（SDK）。协议和CVSS基础得分取决于使用Outside In Technology的软件。CVSS得分假定软件将通过网络收到的数据直接传递给Outside In Technology，但如果没有通过网络收到数据，CVSS得分可能会更低。CVSS 3.1基础得分7.5（可用性影响）。CVSS向量：（CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H）。
CVE-2021-24300||1.13.22之前的PickPlugins Product Slider for WooCommerce WordPress插件的滑块导入搜索功能没有正确处理关键字GET参数，导致反映的跨网站脚本问题。
CVE-2021-24301||Hotjar Connecticator WordPress插件在1.1.1之前的 "hotjar script "文本区存在存储跨站脚本（XSS）的问题。该请求确实包括一个CSRF nonce，被服务器正确验证，该漏洞只能被管理员用户利用。
CVE-2021-24302||3.1.3版本的Hana Flv Player WordPress插件在'Default Skin'字段中存在认证存储的跨站脚本（XSS）漏洞。
CVE-2021-24303||江诗丹顿1.1.1之前的WordPress插件在SQL语句中使用id GET参数之前没有转义或验证，导致SQL注入问题。
CVE-2021-24304||5.0之前的Newsmag WordPress主题没有对其td_ajax_block AJAX动作中的td_block_id参数进行消毒，导致未经认证的反射式跨站脚本（XSS）漏洞。
CVE-2021-24305||Target First WordPress Plugin v2.0，也就是之前的Watcheezy，存在严重的未经认证的存储XSS漏洞。攻击者可以通过对任何带有 "weeWzKey "参数的URL进行POST来改变许可证密钥值，该参数将被保存为 "weeID "选项，并且没有经过消毒。
CVE-2021-24306||Ultimate Member â€" User Profile, User Registration, Login & Membership Plugin WordPress插件在2.1.20之前，在生成编辑用户自己的个人资料的链接时，没有正确处理、验证或编码查询字符串，导致验证反映的跨网站脚本问题。利用这个问题需要知道目标用户名，然后攻击者需要让相关的登录用户打开一个恶意链接。
CVE-2021-24307||All in One SEO - Best WordPress SEO Plugin - Easily Improve Your SEO Rankings before 4.1.0.2使拥有 "aioseo_tools_settings "权限的认证用户（大多数情况下是管理员）能够在底层主机上执行任意代码。用户可以通过在 "工具>导入/导出 "部分上传一个备份的.ini文件来恢复插件的配置。然而，该插件试图取消序列化.ini文件的值。此外，该插件嵌入了Monolog库，可用于制作小工具链，从而触发系统命令执行。
CVE-2021-24308||LifterLMS - Online Course, Membership & Learning Management System Plugin for WordPress 插件4.21.1之前的LMS编辑个人资料页面的 "状态 "字段在个人资料页面的 "关于 "部分输出时未被正确处理，导致存储的跨网站脚本问题。这可能允许低权限用户（如学生）在管理员查看他们的个人资料时，通过XSS攻击提升他们的权限。
CVE-2021-24309||3.4.3之前的WordPress插件的 "日程表名称 "输入没有正确处理输入，允许用户使用<script>HTML标签注入javascript代码，导致存储的XSS问题。
CVE-2021-2431||Oracle Fusion Middleware的Oracle Outside In Technology产品中的漏洞（组件：Outside In Filters）。受影响的支持版本是8.5.5。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle Outside In Technology。成功攻击该漏洞可导致未经授权的能力，造成Oracle Outside In Technology的挂起或经常重复的崩溃（完全DOS）。注意：Outside In Technology是一套软件开发工具包（SDK）。协议和CVSS基础得分取决于使用Outside In Technology的软件。CVSS得分假定软件将通过网络收到的数据直接传递给Outside In Technology，但如果没有通过网络收到数据，CVSS得分可能会更低。CVSS 3.1基础得分7.5（可用性影响）。CVSS向量：（CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H）。
CVE-2021-24310||10Web的Photo Gallery - Mobile-Friendly Image Gallery WordPress插件在1.5.67之前没有正确处理画廊的标题，允许高权限用户创建一个带有XSS有效载荷的画廊，当其他用户将在管理仪表板上查看画廊列表或受影响的画廊时，这将被触发。这是由于CVE-2019-16117的不完整修复造成的。
CVE-2021-24311||1.0.34之前的外部媒体WordPress插件的wp_ajax_upload-remote-file AJAX动作存在漏洞，可通过任何认证用户进行任意文件上传。
CVE-2021-24312||1.7.3之前WP Super Cache WordPress插件的设置中使用的参数$cache_path, $wp_cache_debug_ip, $wp_super_cache_front_page_text, $cache_scheduled_time, $cached_direct_pages会导致RCE，因为它们允许输入'$'和'\n'。这是由于CVE-2021-24209的不完全修复造成的。
CVE-2021-24313||1.6.2之前的WP Prayer WordPress插件提供了存储请求的祈祷/赞美并在WordPress网站上列出的功能。这些存储的祈祷/赞美请求可以通过使用WP Prayer引擎列出。一个经过认证的WordPress用户以任何角色都可以填写表格来请求祈祷。请求祈祷或赞美的表格有几个字段。祈祷请求 "和 "赞美请求 "字段没有使用正确的输入验证，可以用来存储XSS有效载荷。
CVE-2021-24314||2.1之前的Goto WordPress主题在SQL语句中使用关键字GET参数之前，没有对其列表页面的关键字进行消毒、验证和转义，导致未经认证的SQL注入问题。
CVE-2021-24315||2.10.4之前的GiveWP "捐赠插件和筹款平台 "WordPress插件没有对其Stripe结账设置中的背景图片字段和电子邮件设置中的徽标字段进行消毒或转义，导致认证的（管理员+）存储XSS问题。
CVE-2021-24316|| Mediumish WordPress主题的搜索功能在1.0.47版本中，在向页面输出's'GET参数之前没有正确地进行消毒处理，导致跨脚本问题。
CVE-2021-24317||Listeo WordPress主题在1.6.11之前没有正确处理其搜索、预订确认和个人信息页面中的一些参数，导致跨网站脚本问题。
CVE-2021-24318||1.6.11之前的Listeo WordPress主题没有确保要删除的帖子/页面和预订属于提出请求的用户，允许任何认证的用户通过IDOR向量删除任意页面/帖子和预订。
CVE-2021-24319||1.6.0之前的Bello - Directory & Listing WordPress主题在将post_excerpt参数输出到shop/my-account/bello-list-endpoint/页面之前，没有正确处理该参数，导致跨站脚本问题。
CVE-2021-2432||Oracle Java SE产品中的漏洞（组件：JNDI）。受影响的支持版本是Java SE：7u301。难以利用的漏洞允许未认证的攻击者通过多种协议进行网络访问，从而破坏了Java SE。成功攻击该漏洞可导致未经授权的能力，造成Java SE的部分拒绝服务（部分DOS）。注意：该漏洞适用于Java部署，通常是在运行沙盒的Java Web Start应用程序或沙盒的Java小程序的客户端，这些客户端加载和运行不受信任的代码（例如，来自互联网的代码），并依靠Java沙盒的安全性。这个漏洞也可以通过使用指定组件中的API来利用，例如，通过向API提供数据的网络服务。CVSS 3.1基本得分3.7（可用性影响）。CVSS向量: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L)。
CVE-2021-24320|| Bello - Directory & Listing WordPress主题在1.6之前。0之前的Bello - Directory & Listing WordPress主题没有正确处理和转义其listing_list_view、bt_bb_listing_field_my_lat、bt_bb_listing_field_my_lng、bt_bb_listing_field_distance_value、bt_bb_listing_field_my_lat_default、bt_bb_listing_field_keyword。bt_bb_listing_field_location_autocomplete, bt_bb_listing_field_price_range_from 和 bt_bb_listing_field_price_range_to 参数在ints列表页，导致反映的跨网站脚本问题。
CVE-2021-24321||1.6.0之前的Bello - Directory & Listing WordPress主题在SQL语句中使用bt_bb_listing_field_price_range_to, bt_bb_listing_field_now_open, bt_bb_listing_field_my_lng, listing_list_view和bt_bb_listing_field_my_lat参数之前没有对它们进行消毒，导致SQL注入问题。
