CVE-2019-19220||BMC Control-M/Agent 7.0.00.000允许操作系统命令注入（问题2）。
CVE-2019-20737||某些NETGEAR设备受到未经认证的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.0.0.44之前的D6220、1.0.0.78之前的D6400、1.0.0.51之前的D7000v2、1.0.3.42之前的D8500、1.0.0.106之前的DGN2200v4、1.0.0.106之前的DGND2200Bv4。106, 1.0.0.70之前的EX3700, 1.0.0.70之前的EX3800, 1.0.0.30之前的EX6000, 1.0.2.24之前的EX6100, 1.0.0.40之前的EX6120, 1.0.0.22之前的EX6130, 1.0.0.22之前的EX6150v1。42, 1.0.3.88之前的EX6200, 1.0.0.66之前的EX7000, 1.0.1.42之前的R6400, 1.0.1.46之前的R6700, 1.0.2.52之前的R6700v3, 1.0.1.46之前的R6900, 1.0.9.28之前的R7000, 1.3.0.10之前，R8000P在1.3.0.10之前，R8300在1.0.2.122之前，R8500在1.0.2.122之前，WN2500RPv2在1.0.1.54之前，WNDR3400v3在1.0.1.24之前，WNR3500Lv2在1.2.0.54之前。
CVE-2019-20738||某些NETGEAR设备受存储XSS影响。这影响了1.0.0.58之前的D6100，1.0.1.34之前的D7800，1.1.0.50之前的JNR1010v2，1.1.0.50之前的JWNR2010v5，2.3.5.30之前的RBK50，2.3.5.30之前的RBR50，2.3.5.30之前的RBS50。30之前的R6020，1.0.0.30之前的R6080，1.0.0.30之前的R6100，1.0.1.16之前的R6120，1.0.0.40之前的R6700v2，1.2.0.14之前的R6800，1.2.0.14之前的R6900v2，1.0.3.26之前的R7800，1.0.2.46之前的R9000，1.0.4.2之前的WN3000RPv2，1.0.0.52之前的WN3000RPv3，1.0.2.78之前的WNDR3700v4，1.0.2.102之前的WNDR3700v5，1.1.0.54之前的WNDR4300v1。0.2.104之前的WNDR4300v2，1.0.0.48之前的WNDR4500v3，1.1.0.50之前的WNR1000v4，1.0.0.64之前的WNR2000v5，1.1.0.50之前的WNR2020，以及1.1.0.50之前的WNR2050。注意：这可能是CVE-2017-18866的不完整修复的结果。
CVE-2019-20739||NETGEAR R8500设备在v1.0.2.128之前受到未经授权的攻击者的缓冲区溢出影响。
CVE-2019-2074||在libxaac中，由于缺少边界检查，可能存在越界写入的情况。这可能导致远程代码执行，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10Android ID: A-116617847
CVE-2019-20740||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.0.110之前的DGN2200v4，1.0.0.109之前的DGND2200Bv4，1.0.0.70之前的R7300，1.0.2.130之前的R8300，以及1.0.2.130之前的R8500。
CVE-2019-20741||NETGEAR WAC510设备在5.0.10.2之前受到敏感信息泄露的影响。
CVE-2019-20742||NETGEAR WAC510设备在8.0.1.3之前受存储XSS影响。
CVE-2019-20743||NETGEAR WAC510设备在8.0.1.3之前受存储XSS影响。
CVE-2019-20744||NETGEAR WAC510设备在5.0.10.2之前受到敏感信息泄露的影响。
CVE-2019-20745||某些NETGEAR设备受认证用户的命令注入影响。这影响到5.0.10.2之前的WAC505和5.0.10.2之前的WAC510。
CVE-2019-20746||某些NETGEAR设备受反射式XSS影响。这影响了1.0.0.75之前的D3600，1.0.0.75之前的D6000，1.0.1.44之前的D7800，1.0.0.58之前的DM200，1.0.2之前的R7800。58，R8900在1.0.4.12之前，R9000在1.0.4.8之前，RBK20在2.3.0.28之前，RBR20在2.3.0.28之前，RBS20在2.3.0.28之前，RBK40在2.3.0.28，RBS40在2.3.0.28之前，RBK50在2.3.0.32之前，RBR50在2.3.0.32之前，RBS50在2.3.0.32之前，WN3000RPv2在1.0.0.68之前，WN3000RPv3在1.0.2.70之前，WN3100RPv2在1.0.0.60之前，WNDR4300v2在1.0.0.58之前，WNDR4500v3在1.0.0.58之前，WNR2000v5在1.0.0.68之前。
CVE-2019-20747||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.58之前的D6100，1.0.1.40之前的D7800，1.0.3.34之前的R7500v2，1.0.2.52之前的R7800，1.0.4.2之前的R8900，1.0.3.16之前的R9000。0.3.16之前，RAX120在1.0.0.74之前，RBK20在2.3.0.22之前，RBR20在2.3.0.22之前，RBS20在2.3.0.22之前，RBK50在2.3.0.22之前，RBR50在2.3。0.22之前，RBS50在2.3.0.22之前，RBK40在2.3.0.22之前，RBS40在2.3.0.22之前，SRK60在2.2.0.64之前，SRR60在2.2.0.64之前，SRS60在2.2.0.64、1.0.2.102之前的WNDR3700v4、1.0.2.104之前的WNDR4300、1.0.0.56之前的WNDR4300v2、1.0.0.56之前的WNDR4500v3，以及1.0.0.66之前的WNR2000v5。
CVE-2019-20748||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.1.44之前的D7800，1.0.3.38之前的R7500v2，1.0.2.52之前的R7800，2.3.0.28之前的RBK20，2.3.0.28之前的RBR20。28、2.3.0.28之前的RBS20、2.3.0.28之前的RBK40、2.3.0.28之前的RBS40、2.3.0.32之前的RBK50、2.3.0.32之前的RBR50以及2.3.0.32之前的RBS50。
CVE-2019-20749||某些NETGEAR设备受存储XSS影响。这影响了1.0.1.47之前的D7800，1.0.1.76之前的EX6100v2，1.0.1.76之前的EX6150v2，1.0.3.38之前的R7500v2，1.0.2之前的R7800。52、1.0.4.12之前的R8900、1.0.4.12之前的R9000、1.0.1.32之前的WN2000RPTv3、1.0.2.70之前的WN3000RPv3，以及1.0.0.66之前的WN3100RPv2。
CVE-2019-2075||在libxaac中，由于缺少边界检查，可能存在越界写入。这可能导致远程代码执行，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10Android ID: A-115908308
CVE-2019-20750|||某些NETGEAR设备受到存储XSS的影响。这影响了1.0.1.47之前的D7800，1.0.1.76之前的EX6150v2，1.0.3.38之前的R7500v2，1.0.2.52之前的R7800，1.0.4.12之前的R8900，1.0.4.12之前的R9000，1.0.1.32之前的WN2000RPTv3，1.0.2.70之前的WN3000RPv3，以及1.0.0.66之外的WN3100RPv2。
CVE-2019-20751||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.0.60之前的D6100，1.0.0.61之前的DM200，1.0.1.48之前的EX2700，1.0.1.76之前的EX6100v2，1.0.1.76之前的EX6150v2，1.0.1.72之前的EX6200v2，1.0.1.180之前的EX8000，1.0.2.52之前的R7800，1.0之前的R8900。4.26之前，R9000在1.0.4.26之前，WN2000RPTv3在1.0.1.32之前，WN3000RPv2在1.0.0.68之前，WN3000RPv3在1.0.2。70、1.0.0.66之前的WN3100RPv2、1.0.0.58之前的WNDR4300v2、1.0.0.58之前的WNDR4500v3以及1.0.0.68之前的WNR2000v5。
CVE-2019-20752|||某些NETGEAR设备受到存储XSS的影响。这影响了1.0.0.75之前的D3600、1.0.0.75之前的D6000、1.0.1.44之前的D7800、1.0.0.58之前的DM200、1.0.2之前的R7800。58，1.0.4.12之前的R8900，1.0.4.12之前的R9000，2.3.0.28之前的RBK20，2.3.0.28之前的RBR20，2.3.0.28之前的RBS20，2.3.0.28之前的RBK40。28，RBS40在2.3.0.28之前，RBK50在2.3.0.32之前，RBR50在2.3.0.32之前，RBS50在2.3.0.32之前，WN3000RPv2在1.0.0.68之前，WN3000RPv3在1.0.2.70之前，WN3100RPv2在1.0.0.60之前，WNDR4300v2在1.0.0.58之前，WNDR4500v3在1.0.0.58之前，WNR2000v5在1.0.0.68之前。
CVE-2019-20753||某些NETGEAR设备受到未经认证的攻击者基于堆栈的缓冲区溢出的影响。这影响到1.0.0.58之前的DGN2200v1、1.0.3.42之前的D8500、1.0.0.51之前的D7000v2、1.0.0.78之前的D6400、1.0.0.44之前的D6220、1.0.0.24之前的JNDR3000。0.0.24之前，R8000在1.0.4.18之前，R8500在1.0.2.122之前，R8300在1.0.2.122之前，R7900在1.0.2.16之前，R7000P在1.3.2.34之前，R7300DST在1.0.0。68, 1.0.0.46之前的R7100LG, 1.3.2.34之前的R6900P, 1.0.9.28之前的R7000, 1.0.1.46之前的R6900, 1.0.1.46之前的R6700, 1.0.2之前的R6400v2。56，1.0.1.42之前的R6400，1.0.4.28之前的R6300v2，1.0.4.26之前的R6250，1.0.1.22之前的WNDR3400v3，1.0.0.72之前的WNDR4500v2，以及1.2.0.50之前的WNR3500Lv2。
CVE-2019-20754||某些NETGEAR设备受认证用户的缓冲区溢出影响。这影响到1.0.0.58之前的DGN2200，1.0.0.58之前的DGN2200B，1.0.3.42之前的D8500，1.0.0.51之前的D7000v2，1.0.0.80之前的D6400，1.0.0.44之前的D6220，1.0.0.66之前的EX7000。66, 1.0.3.88之前的EX6200, 1.0.0.42之前的EX6150, 1.0.0.46之前的EX7500, 1.0.0.24之前的JNDR3000, 1.0.4.18之前的R8000, 1.0.2.122之前的R8500, 1.0.2.122之前的R8300, 1.4.0之前的R7900P。10, 1.4.0.10之前的R8000P, 1.0.2.16之前的R7900, 1.3.1.44之前的R7000P, 1.0.0.68之前的R7300DST, 1.0.0.46之前的R7100LG, 1.3.1.44之前的R6900P, 1.0.9.32之前的R7000, 1.0.1.46之前，R6700在1.0.1.46之前，R6400v2在1.0.2.56之前，R6400在1.0.1.42之前，R6300v2在1.0.4.28之前，R6250在1.0.4.26之前，WNDR4500v2在1.0.0.72之前，WNR3500Lv2在1.2.0.54之前。
CVE-2019-20755||某些NETGEAR设备受到认证用户基于堆栈的缓冲区溢出的影响。这影响到1.0.0.46之前的D6220、1.0.0.80之前的D6400、1.0.0.51之前的D7000v2、1.0.3.42之前的D8500、1.0.0.58之前的DGN2200v1、1.0.0.58之前的DGN2200B、1.0.0.58之前的JNDR3000。24，2.1.4.16之前的RBW30，1.0.4.26之前的R6250，1.0.4.28之前的R6300v2，1.0.1.42之前的R6400，1.0.2.56之前的R6400v2，1.0.1.46之前的R6700，1.0.1.46之前的R6900，1.0.9之前的R7000。32，1.3.1.44之前的R6900P，1.0.0.46之前的R7100LG，1.0.0.68之前的R7300DST，1.3.1.44之前的R7000P，1.0.2.16之前的R7900，1.4.0.10之前的R8000P，1.4.0.10之前的R7900P，1.0.2之前的R8300。122、1.0.2.122之前的R8500、1.0.4.18之前的R8000、1.0.1.22之前的WNDR3400v3、1.0.0.72之前的WNDR4500v2、1.2.0.54之前的WNR3500Lv2、1.0.0.20之前的WN3100RP、1.0.1.54之后的WN2500RPv2。
CVE-2019-20756||某些NETGEAR设备受反射式XSS影响。这影响了1.0.0.64之前的EX7000、1.0.3.86之前的EX6200、1.0.0.38之前的EX6150、1.0.0.22之前的EX6130、1.0.0.40之前的EX6120、1.0.2.22之前的EX6100、1.0.0.30之前的EX6000、1.0.0.70之前的EX3700、1.0.0.70之前的EX3800。70、1.0.2.94之前的R8300、1.0.0.62之前的R7300DST、1.3.0.20之前的R7000P、1.3.0.20之前的R6900P、1.0.1.32之前的R6400、1.0.4.24之前的R6300v2、1.0.2.94之前的R8500、1.0.1.18之前的WNDR3400v3和1.0.1.52之后的WN2500RPv2。
CVE-2019-20757||NETGEAR R7800设备在1.0.2.62之前受认证用户的命令注入影响。
CVE-2019-20758||NETGEAR R7000设备在1.0.9.42之前受认证用户的缓冲区溢出影响。
CVE-2019-20759||NETGEAR R9000设备在1.0.4.26之前受存储XSS影响。
CVE-2019-2076||在libxaac中，由于缺少边界检查，可能存在越界写入。这可能导致远程代码执行，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10Android ID: A-115907334
CVE-2019-20760||NETGEAR R9000设备在1.0.4.26之前受到认证绕过的影响。
CVE-2019-20761||NETGEAR R7800设备在1.0.2.62之前受认证用户的命令注入影响。
CVE-2019-20762||某些NETGEAR设备受到认证用户的缓冲区溢出的影响。这影响了1.0.3.43之前的D8500，1.0.2.128之前的R8500，1.0.2.128之前的R8300，1.0.4.28之前的R8000，1.0.0.68之前的R7300DST，1.0.0.48之前的R7100LG，1.0.1.44之前的R6900P。3.1.44之前的R7900P，1.4.1.30之前的R8000P，1.4.1.30之前的R7000P，1.3.1.44之前的R7000，1.0.9.34之前的R6900，1.0.2.4之前的R6700，以及1.0.1.44之前的R6400。
CVE-2019-20763||NETGEAR R7800设备在1.0.2.52之前受到认证用户基于堆栈的缓冲区溢出的影响。
CVE-2019-20764||NETGEAR R7800设备在1.0.2.52之前受认证用户基于堆栈的缓冲区溢出影响。
CVE-2019-20765||NETGEAR R7800设备在1.0.2.52之前受认证用户基于堆栈的缓冲区溢出影响。
CVE-2019-20766||NETGEAR R7800设备在1.0.2.52之前受认证用户基于堆栈的缓冲区溢出影响。
CVE-2019-20767||某些NETGEAR设备受到认证用户的基于堆栈的缓冲区溢出的影响。这影响到1.0.0.60之前的D6100，1.0.0.75之前的D3600，1.0.0.75之前的D6000，1.0.4.26之前的R9000，1.0.4.26之前的R8900，1.0.2.52之前的R7800。2.52、1.0.0.58之前的WNDR4500v3、1.0.0.58之前的WNDR4300v2、1.0.2.104之前的WNDR4300、1.0.2.102之前的WNDR3700v4，以及1.0.0.66之前的WNR2000v5。
CVE-2019-20768||ServiceNow IT Service Management Kingston至14-1补丁，London至7补丁，以及Madrid至4补丁，允许通过事件请求中精心制作的sysparm_item_guid和sys_id参数对service_catalog.do进行存储XSS。
CVE-2019-20769||在LG G3及之前的LG PC Suite（又名LG PC Suite v5.3.27及之前的版本）中发现一个问题。DLL劫持可通过当前工作目录中的特洛伊木马DLL发生。LG的ID是LVE-MOT-190001（2019年11月）。
CVE-2019-2077||在libxaac中，由于缺少边界检查，可能存在越界写入。这可能导致远程代码执行，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10Android ID: A-114745929
CVE-2019-20770||在采用Android OS 9.0软件的LG移动设备上发现一个问题。HAL服务存在缓冲区溢出，导致任意代码执行。LG的ID是LVE-SMP-190013（2019年9月）。
CVE-2019-20771||在装有Android OS 7.0、7.1、7.2、8.0、8.1和9.0软件的LG移动设备上发现一个问题。WapService允许通过修改的OMACP消息进行未经确认的配置更改。LG ID为LVE-SMP-190006（2019年8月）。
CVE-2019-20772||在装有Android OS 7.0、7.1、7.2、8.0、8.1和9.0软件的LG移动设备上发现一个问题。账户子系统允许绕过授权。LG的ID是LVE-SMP-190007（2019年8月）。
CVE-2019-20773||在采用Android OS 7.0、7.1、7.2、8.0、8.1和9.0软件的LG移动设备上发现一个问题。未经授权的应用程序可以通过连接服务执行 shell 命令。LG ID为LVE-SMP-190008（2019年8月）。
CVE-2019-20774||在装有Android OS 7.0、7.1、7.2、8.0、8.1和9.0软件的LG移动设备上发现一个问题。一个系统服务允许本地检索用户的密码。LG ID为LVE-SMP-190009（2019年8月）。
CVE-2019-20775|||在采用Android OS 9.0（高通SDM450、SDM845、SM6150和SM8150芯片组）软件的LG移动设备上发现一个问题。薄弱的加密导致本地信息泄露。LG ID为LVE-SMP-190010（2019年8月）。
CVE-2019-20776||在采用Android OS 7.0、7.1、7.2、8.0和8.1软件的LG移动设备上发现一个问题。一个TZ信任的应用程序可以通过精心制作的输入而崩溃。LG的ID是LVE-SMP-190005（2019年7月）。
CVE-2019-20777||在装有Android OS 7.0、7.1、7.2、8.0、8.1和9.0软件的LG移动设备上发现一个问题。WapService错误处理了V40和G7设备上的OTA供应。LG的ID是LVE-SMP-190006（2019年7月）。
CVE-2019-20778||在采用Android OS 7.0、7.1、7.2、8.0、8.1和9.0软件的LG移动设备上发现一个问题。备份子系统没有正确限制操作或验证其输入。LG ID为LVE-SMP-190004（2019年6月）。
CVE-2019-20779||在采用Android OS 7.0、7.1、7.2、8.0、8.1和9.0软件的LG移动设备上发现一个问题。一个TrustZone信任的应用程序可以通过精心制作的输入而崩溃。LG ID为LVE-SMP-190003（2019年5月）。
CVE-2019-2078||在libxaac中，由于缺少边界检查，可能存在越界写入。这可能导致远程代码执行，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10Android ID: A-114749542
CVE-2019-20780|||在装有Android OS 7.0、7.1、7.2、8.0和8.1软件的LG移动设备上发现一个问题。某些安全设置，与包是否被验证和只接受来自已知来源有关，被错误地处理。LG的ID是LVE-SMP-190002（2019年4月）。
CVE-2019-20781||2019年4月前在Windows上的LG Bridge中发现一个问题。可能发生DLL劫持。
CVE-2019-20782||在Android OS 7.0、7.1、7.2、8.0和8.1软件的LG移动设备上发现一个问题。LG Advanced Flash（LAF）存在缓冲区溢出。LG的ID是LVE-SMP-190001（2019年3月）。
CVE-2019-20783||在采用Android OS 7.0、7.1、7.2、8.0和8.1（北美CDMA）软件的LG移动设备上发现一个问题。LTE协议的实现允许绕过AKA（认证和密钥协议）。LG ID为LVE-SMP-180014（2019年2月）。
CVE-2019-20784||在采用Android OS 7.0、7.1、7.2、8.0和8.1（MTK芯片组）软件的LG移动设备上发现一个问题。GPS与911紧急电话的互动被错误处理。LG ID为LVE-SMP-180012（2019年1月）。
CVE-2019-20785|||在采用Android OS 8.0和8.1软件的LG移动设备上发现一个问题，用于DTAG载体。无线电层中的RILD使用了一个未初始化的变量。LG的ID是LVE-SMP-180013（2019年1月）。
CVE-2019-20786||1.5.2之前的Pion DTLS中conn.go的handleIncomingPacket缺乏对历时0的应用数据的检查，这允许远程攻击者在握手完成后注入任意未加密的数据。
CVE-2019-20787||0.7.4之前的Teeworlds在计算瓷砖图大小时存在整数溢出。
CVE-2019-20788||libvncclient/cursor.c在0.9.12之前的LibVNCServer中存在HandleCursorShape整数溢出，以及通过大高度或宽度值的堆型缓冲区溢出。注意：这可能与CVE-2019-15690相重叠。
CVE-2019-20789||Croogo在3.0.7之前允许通过标题到admin/menus/menus或admin/taxonomy/vocabularies的XSS。
CVE-2019-2079||在libxaac中，由于缺少边界检查，可能存在越界读取。这可能导致信息泄露，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10Android ID: A-115509210
CVE-2019-20790||OpenDMARC通过1.3.2和1.4.x，当与pypolicyd-spf 2.0.2一起使用时，允许在HELO字段与MAIL FROM字段不一致的情况下，绕过SPF和DMARC认证的攻击。
CVE-2019-20791||2019-12-13之前的OpenThread在MeshCoP::Commission::GeneratePskc中存在基于栈的缓冲区溢出。
CVE-2019-20792||0.20.0之前的OpenSC在coolkey_free_private_data中存在双自由，因为libopensc/card-coolkey.c中的coolkey_add_object缺乏唯一性检查。
CVE-2019-20794||在Linux内核4.18至5.6.11版本中，当允许非特权用户命名空间时发现了一个问题。用户可以创建自己的PID命名空间，并挂载一个FUSE文件系统。在与这个FUSE文件系统交互时，如果用户空间组件通过PID命名空间的pid 1的kill来终止，将导致一个挂起的任务，并且资源被永久锁定，直到系统重启。这可能导致资源耗尽。
CVE-2019-20795||5.1.0之前的iproute2在ip/ipnetns.c中的get_netnsid_from_name中存在一个使用后自由。 注意：安全相关性可能仅限于setuid的某些使用，虽然不是默认的，但有时是提供给终端用户的配置选项。即使使用setuid，其他因素（如C库配置）也可能阻止可利用性。
CVE-2019-20797||在e6y prboom-plus 2.5.1.5发现一个问题。负责处理收到的UDP数据包的客户端和服务器代码存在缓冲区溢出，如i_network.c中的I_SendPacket或I_SendPacketTo所示。
CVE-2019-20798||在Cherokee到1.2.104的handler_server_info.c中发现一个XSS问题。在网络服务器及其管理员面板的默认配置中，请求的URL被不适当地显示在关于页面上。管理员面板中的XSS可被用于重新配置服务器和执行任意命令。
CVE-2019-20799|||在Cherokee至1.2.104中，多个内存损坏错误可能被远程攻击者用来破坏服务器的工作稳定。
CVE-2019-2080||在libxaac中，由于缺少边界检查，可能存在越界写入的情况。这可能导致远程代码执行，不需要额外的执行权限。利用时需要用户互动。产品。安卓版本。Android-10Android ID: A-118619159
CVE-2019-20800||在Cherokee到1.2.104版本中，远程攻击者可以通过发送许多请求头触发cherokee_handler_cgi_add_env_pair in handler_cgi.c的越界写入，如带有许多 "Host: 127.0.0.1 "头的GET请求。
CVE-2019-20801||在iOS版6.9.7之前的Readdle Documents应用中发现一个问题。该应用的文件传输网络服务器允许来自任何域的跨源请求，而WebSocket服务器缺乏授权控制。任何网站都可以通过跨源请求执行JavaScript代码（可以访问用户的数据）。
CVE-2019-20802||在iOS版6.9.7之前的Readdle Documents应用中发现一个问题。该应用程序的文件传输网络服务器不适当地显示目录名称，导致存储的XSS，这可能被用来窃取用户的数据。这需要用户互动，因为攻击者没有已知的直接方法在受害者的设备上创建一个精心制作的目录名称。然而，如果受害者提取由攻击者提供的ZIP档案，就会出现精心制作的目录名称。
