CVE-2018-21098||NETGEAR R7800设备在1.0.2.60之前受认证用户的命令注入影响。
CVE-2018-3303||Oracle企业管理器产品套件的企业管理器基础平台组件（子组件：EM控制台）中存在漏洞。受影响的支持版本为13.2和13.3。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏企业管理器基础平台。对该漏洞的成功攻击可导致对部分企业管理器基础平台可访问数据的未授权更新、插入或删除访问，以及对企业管理器基础平台可访问数据子集的未授权读取访问。CVSS 3.0基础得分6.5（保密性和完整性影响）。CVSS向量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:N）。
CVE-2018-3304||在Oracle企业管理产品套件的Oracle应用测试套件组件（子组件：Web应用程序的负载测试）中存在漏洞。受影响的支持版本为12.5.0.3、13.1.0.1、13.2.0.1和13.3.0.1。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle应用测试套件。成功攻击该漏洞可导致未经授权的更新、插入或删除访问一些Oracle应用测试套件的可访问数据，以及未经授权的能力，导致Oracle应用测试套件的部分拒绝服务（部分DOS）。CVSS 3.0基础得分6.5（完整性和可用性影响）。CVSS矢量: (CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L)。
CVE-2018-3305||在Oracle企业管理器产品套件的Oracle应用测试套件组件（子组件：Web应用程序的负载测试）中存在漏洞。受影响的支持版本为12.5.0.3、13.1.0.1、13.2.0.1和13.3.0.1。容易被利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP来破坏Oracle应用测试套件。对该漏洞的成功攻击可导致未经授权更新、插入或删除一些Oracle应用测试套件可访问的数据，以及未经授权读取Oracle应用测试套件可访问的数据子集和未经授权导致Oracle应用测试套件的部分拒绝服务（部分DOS）的能力。CVSS 3.0基础得分6.3（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L）。
CVE-2018-3309||Oracle虚拟化的Oracle VM VirtualBox组件（子组件：Core）中存在漏洞。受影响的支持版本是5.2.22之前的版本。容易被利用的漏洞允许高权限的攻击者在登录到Oracle VM VirtualBox执行的基础设施后，破坏Oracle VM VirtualBox。虽然该漏洞是在Oracle VM VirtualBox中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可导致对Oracle VM VirtualBox的接管。CVSS 3.0基础得分8.2（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H）。
CVE-2018-3311||在Oracle Retail Applications的Oracle Retail Xstore Payment组件（子组件：安全）中存在漏洞。受影响的支持版本为3.3。容易被利用的漏洞允许未认证的攻击者通过HTTP的网络访问来破坏Oracle Retail Xstore Payment。对该漏洞的成功攻击可导致对关键数据的未授权访问或对所有Oracle Retail Xstore Payment可访问数据的完全访问，以及对一些Oracle Retail Xstore Payment可访问数据的未授权更新、插入或删除访问，以及对Oracle Retail Xstore Payment造成部分拒绝服务的能力（部分DOS）。CVSS 3.0基础得分8.6（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L）。
CVE-2018-3312||Oracle Retail Applications的Oracle Retail Customer Engagement组件（子组件：Segment）中存在漏洞。受影响的支持版本为16.0和17.0。难以利用的漏洞允许具有网络访问权限的高权限攻击者通过HTTP入侵Oracle Retail Customer Engagement。对该漏洞的成功攻击可导致对关键数据或所有Oracle Retail Customer Engagement可访问数据的未经授权的创建、删除或修改访问，以及对Oracle Retail Customer Engagement可访问数据子集的未经授权的读取访问，以及对Oracle Retail Customer Engagement造成部分拒绝服务（部分DOS）的未经授权能力。CVSS 3.0基础得分5.5（保密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:H/UI:N/S:U/C:L/I:H/A:L）。
CVE-2018-3314||Oracle零售应用系统的MICROS Relate CRM软件组件（子组件：客户）中存在漏洞。受影响的支持版本为11.4。难以利用的漏洞允许通过HTTP进行网络访问的低权限攻击者破坏MICROS Relate CRM软件。虽然该漏洞存在于MICROS Relate CRM软件中，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对关键数据或所有MICROS Relate CRM软件可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有MICROS Relate CRM软件可访问数据的完全访问。CVSS 3.0基础得分8.2（机密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N）。
CVE-2018-3315||在Oracle Retail Applications的Oracle Retail Customer Management and Segmentation Foundation组件（子组件：客户）中存在漏洞。受影响的支持版本为16.0和17.0。难以利用的漏洞允许具有网络访问权限的低权限攻击者通过HTTP入侵Oracle Retail Customer Management and Segmentation Foundation。虽然该漏洞是在Oracle零售客户管理和细分基础，但攻击可能会严重影响其他产品。对该漏洞的成功攻击可能导致对关键数据或所有Oracle零售客户管理和细分基金会可访问数据的未授权创建、删除或修改访问，以及对关键数据的未授权访问或对所有Oracle零售客户管理和细分基金会可访问数据的完全访问。CVSS 3.0基础得分8.2（保密性和完整性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:H/A:N）。
CVE-2018-3316||Oracle Retail Applications的Oracle Retail Customer Management and Segmentation Foundation组件（子组件：Segment）中存在漏洞。受影响的支持版本为16.0和17.0。容易被利用的漏洞允许有网络访问权的低权限攻击者通过HTTP入侵Oracle Retail Customer Management and Segmentation Foundation。成功攻击该漏洞可导致未经授权访问关键数据或完全访问所有Oracle零售客户管理和细分基金会的可访问数据，以及未经授权更新、插入或删除一些Oracle零售客户管理和细分基金会的可访问数据，以及未经授权导致Oracle零售客户管理和细分基金会部分拒绝服务（部分DOS）的能力。CVSS 3.0基础得分7.6（机密性、完整性和可用性影响）。CVSS矢量：（CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:L）。
CVE-2018-3560|||在Android for MSM、Firefox OS for MSM、QRD Android，以及CAF的所有使用Linux内核的Android版本中，音频驱动程序在打开声音压缩设备时存在双重自由漏洞。
CVE-2018-3561||在Android for MSM、Firefox OS for MSM、QRD Android以及来自CAF的所有使用Linux内核的Android版本中，diag_ioctl_lsm_deinit()中的一个竞赛条件导致了自由后使用条件。
CVE-2018-3562|||在CAF的所有Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中，使用Linux内核处理FILS认证帧时可能发生缓冲区过度读取。
CVE-2018-3563||||在高通公司的Android for MSM、Firefox OS for MSM和QRD Android中，来自CAF的所有Android版本在安全补丁级别2018-04-05之前使用Linux内核，apr_cb_func中不受信任的指针解除引用可导致任意代码执行。
CVE-2018-3564||在安全补丁级别2018-06-05之前来自CAF的使用linux内核的Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中的FastRPC驱动程序中，当远程处理器上的映射失败时，可能发生使用后自由条件。
CVE-2018-3565|||在CAF的所有Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中使用Linux内核在lim_send_sme_probe_req_ind()中发送探针请求指示时，可能发生缓冲区溢出。
CVE-2018-3566|||在高通公司的Android for MSM、Firefox OS for MSM和QRD Android以及来自CAF的所有使用Linux内核的安全补丁级别2018-04-05之前的Android版本中，由于缺少长度检查，ProcSetReqInternal()可能发生缓冲区覆盖。
CVE-2018-3567|||在Qualcomm Android for MSM、Firefox OS for MSM和QRD Android与CAF的所有Android版本使用安全补丁级别2018-04-05之前的Linux内核中，WLAN在处理HTT_T2H_MSG_TYPE_PEER_MAP或HTT_T2H_MSG_TYPE_PEER_UNMAP消息时存在缓冲器溢出漏洞。
CVE-2018-3568|||在Qualcomm Android for MSM、Firefox OS for MSM和QRD Android与CAF的所有Android版本中，使用安全补丁级别2018-04-05之前的Linux内核，在__wlan_hdd_cfg80211_vendor_scan（）中，可能发生缓冲区覆盖。
CVE-2018-3569||在使用linux内核的CAF发布的Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中，在安全补丁级别2018-06-05之前，在快速初始链接设置（FILS）连接期间可能发生缓冲区超读。
CVE-2018-3570||在使用Linux内核的CAF的所有Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中的cpuidle驱动程序中，没有正确使用list_for_each宏，这可能导致不受信任的指针解除引用。
CVE-2018-3571||在CAF的所有Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中使用Linux内核的KGSL驱动程序中，在打印有关稀疏内存分配的信息时，可能发生释放后使用条件。
CVE-2018-3572|||在音频驱动程序的事件处理程序中处理DSP缓冲区时，在使用Linux内核的CAF（Android for MSM、Firefox OS for MSM、QRD Android）的所有Android版本中，访问缓冲区之前没有检查缓冲区的索引。
CVE-2018-3573||在来自CAF的所有使用linux内核的安卓版本（Android for MSM、Firefox OS for MSM、QRD Android）中，在用特制的引导图像重新定位内核图像时，可能发生越界访问。
CVE-2018-3574|||在所有来自CAF的使用linux内核的android版本（Android for MSM，Firefox OS for MSM，QRD Android）中，用户空间可以请求对安全ION缓冲区进行ION缓存维护，而ION_FLAG_SECURE离子标志没有设置，并导致内核尝试对不属于HLOS的内存执行缓存维护。
CVE-2018-3576||WiFi驱动函数sapInterferenceRssiCount()中对数组索引的验证不当，导致使用Linux内核的CAF（Android for MSM、Firefox OS for MSM、QRD Android）的所有Android版本中出现数组越界访问。
CVE-2018-3577|||在处理片段时，当片段计数变得非常大时，在使用linux内核的CAF的Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中，在安全补丁级别2018-06-05之前，可能发生整数溢出，导致缓冲区溢出。
CVE-2018-3578||ie_len的类型不匹配可能导致WLAN驱动程序在堆上分配更少的内存，因为隐式铸造导致堆缓冲区溢出，在来自CAF的所有Android版本（Android for MSM、Firefox OS for MSM、QRD Android）使用Linux内核。
CVE-2018-3579||在使用Linux内核的CAF（Android for MSM、Firefox OS for MSM、QRD Android）的所有Android版本中的WLAN驱动程序中，event->num_entries_in_page是一个从固件接收的值，没有经过正确验证，可能导致缓冲区超读。
CVE-2018-3580|||如果pmkid_count值大于PMKIDCache大小，在使用Linux内核的CAF（Android for MSM、Firefox OS for MSM、QRD Android）的所有Android版本中，可能发生基于堆栈的缓冲区溢出 在WLAN驱动程序中。
CVE-2018-3581||在使用Linux内核的CAF（Android for MSM、Firefox OS for MSM、QRD Android）的所有Android版本中的WLAN驱动程序中，如果从固件接收的vdev_id大于max_bssid，则可能发生缓冲区覆盖。
CVE-2018-3582|||由于CAF的所有Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中使用Linux内核的多个WMA事件处理函数的不适当输入验证，可能发生缓冲区溢出。
在Snapdragon Auto、Snapdragon Consumer Electronics Connectivity、Snapdragon Consumer IOT、Snapdragon Industrial IOT中处理extscan hotlist事件时可能发生缓冲区溢出。在MDM9206、MDM9607、MDM9640、MDM9650、MSM8909W、MSM8996AU、QCA9379、QCS605、SD 625、SD 636、SD 820、SD 820A、SD 835、SD 855、SDA660、SDM630、SDM660、SDX20中的Snapdragon Mobile、Snapdragon Wearables
CVE-2018-3584||||在使用安全补丁级别2018-04-05之前的Linux内核的CAF的所有Android版本的Qualcomm Android for MSM、Firefox OS for MSM和QRD Android中，在函数rmnet_usb_ctrl_init()中可能出现释放后使用条件。
CVE-2018-3586||在使用Linux内核的CAF的所有Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中，ADSPRPC堆管理器存在整数溢出到缓冲区溢出漏洞。
CVE-2018-3587|||在来自CAF的所有使用Linux内核的Android版本（Android for MSM、Firefox OS for MSM、QRD Android）中的固件内存转储功能中，可能会出现自由后使用条件。
CVE-2018-3588||在MDM9206、MDM9607、MDM9650、MSM8996AU、SD 210/SD 212/SD 205、SD 820、SD 820A、SD 835、SDA660版本的Snapdragon Automobile、Snapdragon Mobile、Snapdragon Wear中，存在对SSC和GPU映射区域的不当访问控制，导致从HLOS注入代码。
CVE-2018-3589|||在高通骁龙移动MDM9650、MDM9655、SD 835、SD 845、SD 850的安全补丁级别2018-04-05之前的安卓系统中，vswr捕获大小大于diag logPacket的最大大小，当样本缓冲区被复制到logPacket缓冲区时，可能导致缓冲区溢出。
CVE-2018-3590|||在高通Snapdragon Mobile和Snapdragon Wear MSM8909W、SD 210/SD 212/SD 205、SD 450、SD 615/16/SD 415、SD 625、SD 650/52、SD 820、SD 835、SD 845的安全补丁级别2018-04-05之前的Android中，RIL在处理来自Android的请求时可能发生使用后释放条件。
CVE-2018-3591||在高通骁龙移动和骁龙穿戴MDM9206、MDM9607、MDM9635M、MDM9650、MDM9655、SD 210/SD 212/SD 205、SD 410/12、SD 425的安全补丁级别2018-04-05之前的Android中。SD 427、SD 430、SD 435、SD 450、SD 615/16/SD 415、SD 625、SD 650/52、SD 820、SD 835、SD 845、SDM630、SDM636、SDM660、Snapdragon_High_Med_2016、BOOT中deviceprogrammer的默认构建配置。BF.3.0启用了标志SKIP_SECBOOT_CHECK_NOT_RECOMMENDED_BY_QUALCOMM，这将开放对目标上任何内存位置的窥视和戳穿命令。
CVE-2018-3592||在高通骁龙移动和骁龙穿戴MDM9206、MDM9607、MDM9635M、MDM9640、MDM9645、MDM9650、MDM9655、MSM8909W、SD 210/SD 212/SD 205的安全补丁级别2018-04-05之前的Android中。SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 820, SD 835, SD 845, SD 850, 增加了一项更改，在向指针所指向的内存写入前，检查指针是否已被重置为NULL。
CVE-2018-3593||在高通骁龙汽车、骁龙移动和骁龙穿戴MDM9206、MDM9607、MDM9650、MSM8909W、SD 210/SD 212/SD 205的安全补丁级别2018-04-05之前的Android中。SD 400、SD 425、SD 430、SD 450、SD 615/16/SD 415、SD 617、SD 625、SD 650/52、SD 808、SD 810、SD 820、SD 820A、SD 835、SD 845，重复启用/禁用eMBMS请求可能导致双重自由条件。
CVE-2018-3594|||在高通骁龙汽车、骁龙移动和骁龙Wear MDM9206、MDM9607、MDM9650、SD 210/SD 212/SD 205、SD 425、SD 430、SD 450上，安全补丁级别2018-04-05之前的安卓系统。SD 615/16/SD 415、SD 617、SD 625、SD 650/52、SD 808、SD 820、SD 820A、SD 835、SD 845，在解析ID3标签中的私有框架时，在比较框架数据与预定义所有者标识符字符串时，可能发生缓冲区过度读取。
CVE-2018-3595||在MDM9206版本的snapdragon automobile、snapdragon mobile和snapdragon wear中，由于对RPMB写入的错误处理不当，在应用加载期间，防回滚可以绕过重放场景。MDM9607, MDM9650, msm8996au, SD 210/SD 212/SD 205, SD 425, SD 430, SD 450, SD 625, SD 650/52, SD 712 /SD 710 /SD 670, SD 820, SD 820a, SD 835, SD 845 /SD 850, SDA660, SDX24, SXR1130
